employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
62599,4,13,1,0,1,3,29,0,1,1,0,82,0
15501,1,7,1,1,0,1,33,5,7,0,0,48,0
31812,8,11,1,1,0,1,32,5,1,1,0,57,0
66153,1,31,1,1,1,1,44,3,17,0,0,50,0
15730,3,16,1,1,0,1,33,5,5,0,0,70,0
50318,2,2,2,1,1,2,40,5,10,1,0,60,0
21796,1,12,1,1,0,4,27,2,5,1,0,47,0
5,5,7,2,1,0,2,46,3,7,0,0,86,0
43250,4,2,1,0,1,1,31,3,3,0,0,78,0
3299,9,22,1,1,0,1,29,3,4,0,0,82,0
44553,2,12,1,0,0,1,31,3,4,1,0,57,0
37372,1,2,2,1,0,1,43,4,13,0,0,62,1
18761,5,31,1,1,1,1,28,3,5,0,0,86,0
20355,9,2,1,1,1,2,34,5,8,1,0,84,0
55835,1,13,1,0,1,1,32,5,4,1,0,52,0
59041,5,19,1,1,1,1,37,3,4,0,0,88,0
4832,1,2,1,1,0,1,54,2,4,0,0,50,0
66424,4,2,1,0,1,2,23,4,1,1,0,81,0
68720,3,2,1,1,1,1,54,5,22,1,0,70,0
27295,1,7,2,1,1,1,55,3,7,0,0,51,0
13703,5,25,1,1,0,1,29,3,3,1,0,85,0
3855,1,29,1,1,1,1,32,3,6,0,0,50,0
70409,2,2,1,0,0,1,35,4,10,0,0,62,0
26767,2,22,1,0,0,1,26,2,2,0,0,55,0
32075,5,22,1,1,0,2,28,5,2,1,0,79,1
29821,1,27,1,1,0,1,35,3,3,0,0,58,1
71642,2,7,1,0,1,1,44,5,7,1,0,61,0
57012,1,15,1,1,0,2,30,2,3,1,0,47,0
6957,1,2,1,1,2,1,37,5,2,0,0,50,0
75829,4,2,1,0,0,1,48,5,10,1,0,80,1
61715,8,2,2,1,1,1,60,5,12,1,0,63,1
4165,6,2,1,1,1,2,24,3,2,0,0,60,0
13755,2,1,1,1,0,1,32,3,4,0,0,59,0
53975,1,2,1,1,0,1,58,2,16,0,0,51,0
64975,1,24,1,0,1,1,29,3,4,0,0,51,0
28153,5,26,1,1,0,1,33,5,8,1,0,88,0
66116,1,13,1,1,0,1,30,3,4,0,0,48,0
37731,6,19,1,0,1,1,36,5,7,0,0,59,0
16453,1,22,0,1,0,1,24,1,5,1,0,48,0
66091,1,2,1,0,0,2,45,5,15,0,0,53,0
34347,1,7,1,1,1,2,44,4,4,1,0,46,0
26023,1,31,1,1,0,2,33,4,5,0,0,50,0
24229,1,16,1,1,2,1,31,5,6,0,0,51,0
40473,2,2,2,1,1,1,43,5,7,0,0,54,0
52560,2,26,1,1,0,1,27,4,2,0,0,57,0
18415,5,7,2,0,0,1,41,3,12,0,0,82,0
17239,2,2,2,0,0,1,55,5,8,1,0,57,0
70323,1,2,0,1,1,1,33,3,7,0,0,50,0
40734,2,13,1,1,1,3,32,3,6,1,0,60,0
39492,1,28,1,1,1,1,24,0,1,0,0,52,0
28336,4,26,1,1,0,1,29,4,5,1,0,80,0
2003,7,7,1,1,0,1,45,3,14,0,0,57,0
71108,6,30,1,1,0,1,26,2,4,0,0,59,0
30378,1,2,1,1,0,1,26,5,4,0,1,58,1
78151,2,2,1,1,1,1,38,3,10,0,0,62,0
43321,5,22,0,0,1,1,26,3,3,1,0,80,0
63269,4,27,1,1,0,1,26,4,4,1,0,81,0
35989,2,32,1,1,1,2,32,5,9,1,0,63,0
30191,4,2,2,0,0,1,58,3,17,1,0,80,0
1495,2,6,1,1,0,1,34,3,5,1,0,60,0
20091,4,13,1,0,0,1,29,1,2,0,0,78,0
72908,2,6,1,1,1,1,26,1,2,0,0,60,0
28229,1,2,1,1,1,2,33,1,6,0,0,47,0
65869,1,13,1,1,0,2,26,2,3,0,0,46,0
36515,2,19,1,1,1,1,43,5,3,0,0,61,0
65920,1,9,1,1,1,1,31,4,8,0,0,50,0
43082,2,2,2,1,0,1,35,4,2,1,0,63,0
10316,2,13,1,0,1,1,27,5,5,1,0,59,0
41726,1,15,2,0,0,1,36,1,5,0,0,49,0
4343,1,2,0,1,0,1,52,2,23,0,0,48,0
69254,1,7,2,1,0,1,38,5,7,1,0,48,1
58715,4,26,2,1,0,1,41,4,4,1,0,78,0
13204,3,2,2,1,0,1,60,3,15,0,0,67,0
30717,3,28,2,0,1,3,37,3,6,1,0,73,0
7905,1,28,2,1,0,1,34,4,7,0,0,49,0
73183,2,13,1,0,0,1,27,3,1,0,0,59,0
6612,6,20,1,1,1,1,33,5,5,0,1,97,1
54405,4,7,1,0,1,1,32,1,8,0,0,80,0
48378,2,2,1,1,1,1,40,5,11,1,0,60,1
77639,2,8,2,0,0,1,38,3,3,0,0,57,0
33553,7,5,1,1,1,1,33,3,8,0,0,52,0
37976,4,13,1,1,0,1,38,3,7,1,0,81,0
7397,4,12,1,0,0,2,26,0,1,0,0,78,0
62584,9,2,2,1,1,1,36,5,3,1,0,85,0
71979,1,4,2,1,1,1,32,5,7,1,0,52,1
39734,1,4,2,1,0,1,34,3,7,1,0,48,0
25816,1,2,1,1,0,2,30,1,4,0,0,49,0
40488,3,15,2,1,1,1,52,3,17,0,0,73,0
72393,1,25,1,1,0,5,31,3,6,0,0,52,0
37875,1,14,1,1,1,1,26,4,3,0,0,54,0
55285,4,22,2,1,1,1,35,3,8,0,0,78,0
67206,2,32,1,1,0,1,26,0,1,0,0,58,0
42144,1,7,1,1,1,1,43,5,10,1,0,49,0
71740,3,2,1,0,1,1,27,3,2,1,1,70,0
16946,2,29,1,0,0,1,34,5,2,1,0,61,0
16167,3,2,1,0,0,1,42,1,6,0,0,68,0
3783,1,30,1,0,1,1,35,2,8,0,0,51,0
7181,3,7,1,0,1,1,29,4,1,1,0,63,0
45487,1,11,1,1,0,2,42,3,3,0,0,49,0
74008,3,30,1,1,0,1,31,5,3,1,1,64,0
62709,3,6,1,1,0,3,25,3,4,0,0,65,0
32133,2,31,2,0,1,1,37,5,10,1,0,58,0
65916,4,22,1,1,0,2,31,2,6,0,0,76,0
68468,2,27,2,1,0,1,41,5,6,1,0,60,0
25013,7,7,1,1,0,1,32,3,3,0,0,48,0
904,2,7,1,1,1,2,26,4,4,0,0,60,0
70948,4,29,1,0,1,2,31,3,6,0,0,74,0
5223,1,2,1,0,0,1,37,2,7,0,0,51,0
22512,2,13,1,1,0,1,47,4,20,1,0,53,0
57595,1,4,1,1,1,1,46,3,6,1,0,44,0
29764,1,2,1,1,1,1,53,4,14,0,0,48,0
48113,6,2,0,1,1,1,25,0,1,1,0,60,0
37544,7,22,2,1,1,1,31,3,9,1,0,48,0
42962,7,16,2,1,0,1,36,1,10,0,0,50,0
55978,4,24,1,1,1,1,29,5,4,1,0,82,0
29810,6,14,1,1,0,1,35,3,5,1,0,62,0
3537,1,10,1,1,1,1,25,3,4,0,0,43,0
13933,1,21,1,1,0,1,31,1,5,0,0,48,0
77647,2,28,1,1,0,1,29,3,6,0,0,58,0
61204,5,2,1,1,0,1,55,5,10,0,0,83,0
26066,1,19,1,1,1,1,32,3,5,0,0,50,0
2439,1,27,1,0,0,2,34,1,4,0,0,50,0
33839,8,2,1,1,0,1,43,1,3,0,0,61,0
21507,3,23,2,0,1,2,39,1,6,0,0,71,0
27441,2,27,2,0,0,1,36,3,7,0,0,64,0
42776,7,2,1,1,0,1,41,3,4,0,0,50,0
61159,2,11,2,1,0,1,33,3,3,1,0,52,0
23529,1,7,1,1,0,1,28,0,1,1,0,51,0
59101,4,9,0,1,0,1,27,0,1,0,0,80,0
58663,6,28,1,0,1,1,30,3,6,1,0,58,0
38404,1,22,2,1,0,1,46,3,2,0,0,51,0
64480,1,23,1,1,1,1,37,1,2,1,0,49,0
22864,3,24,1,0,0,1,28,1,5,0,0,64,0
48386,3,23,1,0,0,1,33,2,6,0,0,70,0
26963,1,2,0,1,1,1,35,1,6,0,0,49,0
30630,2,22,1,1,0,1,35,3,7,1,0,60,0
14925,1,22,2,1,1,1,41,3,12,0,0,53,0
48603,5,27,1,1,0,1,25,4,5,0,0,87,0
32359,2,4,1,0,1,1,26,1,3,0,0,55,0
15505,1,22,1,0,1,1,27,4,3,1,0,49,0
23541,3,2,1,0,0,3,25,3,3,1,0,71,0
22001,2,24,1,1,1,1,30,3,4,0,0,51,0
18384,3,17,1,0,0,1,53,2,7,0,0,68,0
14238,4,30,1,0,1,1,30,4,9,0,0,84,0
29422,4,2,1,0,0,1,46,2,17,0,0,78,0
30388,5,22,1,1,1,2,26,2,4,0,0,82,0
71260,3,15,2,0,1,1,54,3,4,0,0,68,0
56491,5,32,1,1,0,1,30,2,5,0,0,85,0
42134,8,2,2,1,1,1,37,3,8,0,0,61,0
56251,1,13,1,1,1,1,40,5,5,1,0,52,0
64211,2,29,1,0,0,1,26,5,4,1,0,63,0
54829,4,13,2,0,0,1,37,3,7,0,0,81,0
20713,3,2,2,1,1,2,54,3,3,0,0,72,0
68535,4,2,1,1,1,1,31,2,2,0,0,75,0
38206,7,22,2,1,1,1,37,4,7,0,0,44,0
37602,4,26,1,1,1,1,34,3,8,0,0,84,0
20850,2,6,1,0,0,1,39,4,9,0,0,66,0
6119,2,10,1,1,1,1,31,5,2,0,0,63,0
20434,1,22,1,1,0,4,26,1,2,1,0,52,0
48376,4,22,1,0,2,2,26,4,2,1,0,77,0
27455,1,16,1,1,0,1,30,3,4,1,0,52,0
25295,1,6,1,1,0,1,31,3,7,0,0,51,0
67310,1,22,1,1,0,1,26,2,4,0,0,50,0
43356,1,26,1,1,1,1,47,3,3,1,0,50,0
21883,5,2,2,1,0,2,52,5,10,0,0,81,0
48198,1,22,2,1,1,1,36,5,9,0,0,49,0
66971,5,13,2,1,0,1,44,5,7,0,0,81,1
70547,5,22,1,1,1,1,22,0,1,0,0,86,0
39478,2,22,1,0,1,1,28,5,5,1,0,61,0
17518,1,12,1,1,0,1,36,1,8,0,0,50,0
9550,5,29,1,0,0,1,30,4,6,1,0,86,0
65182,8,2,1,0,0,1,30,0,1,0,0,57,0
38066,6,22,1,1,1,3,36,4,7,1,0,64,0
39587,1,28,1,1,1,1,29,3,6,1,0,52,1
18329,4,15,2,0,1,1,34,1,8,0,0,79,0
46830,1,2,2,1,0,1,38,5,4,0,0,49,0
77912,8,31,1,1,1,1,34,5,4,0,0,57,0
25990,5,22,1,1,0,2,38,3,3,0,0,82,0
43207,1,7,0,1,0,1,26,2,2,0,0,55,0
4988,1,11,2,1,1,2,36,2,9,0,0,50,0
3362,1,28,1,1,0,1,39,3,9,0,0,49,0
49865,3,7,1,1,0,2,39,3,5,0,0,71,0
30451,1,15,1,0,0,1,29,0,1,0,0,48,0
41068,1,28,1,1,1,1,34,5,4,1,0,47,0
30590,4,11,1,1,1,1,25,0,1,0,0,77,0
10971,9,22,1,1,0,1,29,2,3,0,0,89,0
70345,2,6,1,0,1,1,24,5,2,1,0,61,0
32979,8,22,1,0,0,1,29,4,4,0,0,60,0
17922,1,2,0,1,1,2,50,3,18,0,0,46,0
6009,1,14,1,1,0,1,41,1,6,0,0,49,0
67135,2,2,1,0,0,2,31,5,3,1,0,57,0
42838,3,22,2,1,0,1,36,2,8,0,0,73,0
25194,3,2,2,1,1,1,58,3,25,0,0,70,0
36965,5,13,1,1,0,1,49,4,4,1,1,84,0
13344,2,26,1,0,1,1,30,0,1,0,0,61,0
42811,3,27,1,0,1,1,37,3,8,0,0,67,0
360,1,25,2,1,1,1,34,4,5,1,0,51,0
36553,1,22,1,1,0,1,26,3,3,1,0,51,0
3782,9,26,2,1,0,2,30,3,4,0,0,82,0
36705,2,23,1,1,0,1,34,5,6,0,0,59,0
17196,2,27,2,1,0,1,33,3,8,0,0,54,0
60923,2,19,1,1,1,1,41,4,3,1,0,65,0
36302,2,2,2,1,1,2,50,4,5,0,0,54,0
65187,5,7,1,0,1,1,27,3,4,1,0,83,0
43601,2,2,1,1,0,1,34,3,9,0,0,63,0
36323,1,5,1,1,1,1,41,2,10,0,0,50,0
45646,2,21,1,0,0,1,29,1,5,0,0,59,0
30922,4,23,2,0,0,1,42,3,13,0,0,84,0
46422,2,14,1,1,0,1,28,5,2,0,0,59,0
7417,4,31,1,1,0,2,29,4,6,1,0,76,0
31168,6,16,1,1,0,2,32,1,6,1,0,58,0
21493,5,22,1,0,0,1,29,1,4,0,0,83,0
77884,3,2,1,1,1,1,33,3,5,1,0,71,0
42370,7,2,0,0,0,1,20,4,2,0,0,50,0
41263,5,1,2,1,1,1,38,3,9,0,0,87,0
75819,4,2,2,0,0,1,33,3,4,1,0,80,0
1810,3,16,1,0,1,1,44,2,4,0,0,71,0
71338,1,7,1,1,0,1,44,3,6,1,0,51,1
34944,2,2,1,1,0,1,57,1,19,0,0,60,0
65848,1,2,1,1,1,2,35,3,7,0,1,62,1
48175,2,4,1,1,1,1,34,4,7,0,0,61,0
66466,7,2,1,1,0,1,40,3,7,1,0,54,0
58869,3,17,1,0,0,1,27,3,2,0,0,67,0
42845,1,24,1,1,0,2,30,3,9,0,0,54,0
54901,1,15,2,1,1,1,39,3,8,0,0,49,0
50446,4,13,1,0,1,1,41,3,12,0,0,78,0
11830,7,2,1,1,1,1,35,4,10,1,0,49,1
4040,4,14,1,1,1,1,55,3,4,0,0,75,0
8559,1,26,0,1,0,1,28,3,4,0,0,49,0
44866,3,19,1,0,1,1,36,1,8,1,0,66,0
58127,1,2,1,0,0,1,30,4,5,1,0,47,0
61378,7,13,1,1,0,1,24,0,1,1,0,42,0
72470,2,19,1,1,1,2,45,5,8,0,0,60,0
57729,1,15,1,1,0,1,29,5,3,0,0,52,0
32027,1,4,2,1,1,1,48,3,5,0,0,63,1
74485,3,22,1,0,0,1,27,5,2,1,0,68,0
63717,1,27,0,1,0,1,31,2,6,0,0,50,0
34032,5,29,1,1,1,1,31,3,3,0,0,85,0
77210,4,23,2,0,0,1,42,3,12,1,0,79,1
13520,4,2,1,1,1,1,37,5,6,1,0,81,1
12817,7,2,0,1,1,1,20,0,1,0,0,49,0
15050,6,27,1,1,0,2,27,3,3,0,0,58,0
20740,5,1,2,1,0,1,32,5,7,1,0,92,0
51021,2,2,1,1,0,1,33,2,7,0,0,60,0
64645,1,2,1,1,0,1,49,1,7,0,0,51,0
19837,2,15,1,1,1,1,44,1,16,0,1,62,0
26584,5,7,1,1,0,1,29,3,5,1,0,81,0
28017,3,19,1,1,1,1,30,3,9,0,0,71,0
2802,6,2,2,1,0,1,45,3,5,0,0,61,0
62686,2,13,2,1,1,1,41,3,3,1,0,58,0
59780,7,2,2,0,0,1,59,2,15,1,0,49,0
31146,3,2,2,1,2,1,41,3,7,0,0,77,0
3335,5,11,1,1,0,3,29,3,4,1,0,92,1
35479,2,31,1,0,1,1,34,2,7,0,0,57,0
45532,1,5,1,1,0,2,46,3,16,0,0,45,0
68663,1,19,1,1,0,1,34,5,7,0,0,51,0
29409,1,19,1,0,0,1,32,3,6,0,0,59,1
39515,1,13,1,1,1,1,33,2,6,0,0,57,0
32392,1,31,2,0,0,1,33,3,3,0,0,51,0
4114,2,7,1,0,0,1,29,5,4,1,0,55,0
69794,9,4,2,1,1,2,40,5,5,1,0,86,0
33542,5,2,1,1,0,3,37,5,4,1,0,83,0
72929,2,26,1,0,1,1,27,3,7,0,0,62,0
34447,2,2,0,0,1,1,30,4,5,1,0,56,0
10183,4,13,1,1,0,1,24,3,3,0,0,79,0
61674,2,17,2,0,0,1,35,3,5,0,0,62,0
75206,2,22,2,0,0,1,41,5,9,1,0,61,0
61250,3,16,1,0,1,2,40,1,11,0,0,73,0
35933,1,19,1,1,1,1,45,1,19,0,0,50,0
78163,7,7,1,1,0,1,29,0,1,0,0,48,0
48352,4,26,1,1,0,2,28,3,7,0,0,81,0
24633,1,13,2,1,1,1,47,4,5,1,0,49,0
35269,6,15,1,1,0,1,27,4,2,0,0,58,0
77315,2,15,1,1,1,3,35,3,12,0,0,76,1
13404,1,2,1,1,2,1,29,5,3,0,0,49,0
25196,4,2,1,1,1,1,52,2,12,0,0,75,0
67404,4,23,2,1,1,1,39,3,9,0,0,78,0
31778,3,20,1,1,0,1,30,3,7,0,0,71,0
19843,1,7,1,0,1,2,33,3,5,0,0,50,0
18451,3,27,1,0,1,1,35,3,4,0,0,68,0
20969,3,13,2,0,1,1,32,1,6,0,0,67,0
69773,5,22,1,1,0,1,31,5,3,1,0,83,1
29199,2,22,1,1,0,1,33,1,3,0,0,59,0
1184,2,10,1,1,0,1,34,4,6,0,0,59,0
26631,1,13,2,1,1,1,41,3,3,1,0,43,0
31264,2,24,1,1,0,1,27,3,2,0,0,62,0
35522,5,14,1,1,1,3,30,5,3,1,0,83,0
61885,1,15,1,1,1,1,39,3,6,0,1,65,1
21270,1,28,0,1,0,1,23,4,2,0,0,46,0
54804,2,7,1,1,1,1,31,5,4,1,0,61,0
59609,5,7,1,1,1,2,37,5,7,0,0,86,0
76461,4,20,1,0,0,1,30,5,4,1,0,82,1
9312,8,2,1,1,0,1,44,5,17,0,0,58,0
13722,6,16,1,0,0,1,31,3,7,1,0,53,0
1624,3,7,2,1,1,1,50,4,6,0,0,75,0
54847,1,23,2,1,1,1,40,5,5,1,1,96,1
61353,5,23,1,1,1,2,37,3,4,0,0,87,0
37899,2,4,1,1,0,1,41,4,9,0,0,64,0
55200,3,7,1,0,1,1,34,3,10,0,0,67,0
45478,1,4,1,1,0,1,31,3,2,0,1,51,0
39206,5,22,1,1,0,2,34,2,3,0,0,81,0
68306,3,7,2,1,0,1,36,5,9,1,0,72,1
43535,4,17,1,0,1,1,30,5,5,1,0,76,0
38664,2,19,1,1,0,1,29,4,3,0,0,63,0
44858,1,2,1,0,1,1,30,0,1,0,0,49,0
27133,3,13,1,1,0,1,45,4,6,0,0,70,0
77420,2,2,1,1,1,1,43,5,9,1,0,62,0
11522,2,4,2,1,0,2,32,4,2,1,0,60,0
21225,4,22,1,1,0,1,28,1,6,0,0,78,0
78139,1,2,2,1,1,1,50,5,10,1,0,54,1
62084,2,7,1,1,1,1,28,0,1,0,0,58,0
66602,7,2,1,1,0,1,51,1,9,0,1,52,0
13927,3,2,2,0,0,1,40,4,3,0,0,71,0
39088,3,27,2,1,1,1,41,3,4,0,0,76,0
13667,2,22,2,1,1,1,32,5,3,1,0,63,0
5449,4,2,1,0,1,2,33,1,9,0,0,78,0
64776,1,2,2,1,1,1,45,4,6,1,0,48,0
33783,1,2,1,1,1,1,59,4,27,0,0,52,0
45965,4,2,1,1,1,1,23,3,2,0,0,78,0
4407,2,7,1,0,0,1,34,4,6,1,0,59,0
47463,6,30,1,1,0,1,28,5,5,0,0,77,1
78127,1,27,1,1,0,1,36,1,4,0,0,54,0
50371,3,23,2,1,0,1,36,3,4,1,0,69,1
36062,1,22,2,1,1,1,45,3,16,0,0,51,0
75371,2,16,2,0,1,1,32,3,6,0,0,56,0
57178,3,13,2,0,0,2,30,3,4,0,0,71,0
33117,1,7,1,1,0,1,33,3,7,0,0,48,0
2235,5,22,1,1,0,2,27,4,3,0,0,86,0
26246,3,2,2,0,1,1,37,1,7,0,0,70,0
15252,3,20,1,1,0,3,31,3,7,1,0,69,0
28226,2,15,1,1,0,1,30,3,8,0,0,60,0
59125,1,2,2,1,1,1,39,1,10,0,0,49,0
1787,7,2,1,1,0,1,51,5,7,0,0,48,0
57868,1,2,1,1,0,1,42,5,12,1,0,49,0
5768,2,22,0,1,0,1,24,0,1,1,0,65,0
53243,3,2,1,1,1,3,31,3,7,0,0,68,0
59885,5,22,1,1,1,1,26,0,1,0,0,84,0
71786,3,16,1,1,1,1,36,4,10,1,0,67,1
34348,5,27,1,1,0,1,45,3,12,0,0,85,0
27743,2,6,1,1,0,1,35,5,4,1,0,58,0
23552,1,11,1,1,1,1,34,3,3,0,0,47,0
65664,6,5,1,1,0,1,26,3,2,0,0,60,0
397,3,2,2,0,0,1,36,4,8,0,0,74,0
31914,1,1,1,1,0,2,27,3,2,0,0,48,0
49116,1,28,2,1,1,1,33,2,9,0,0,49,0
40682,4,2,1,1,0,1,45,2,18,0,0,78,0
43768,5,25,1,1,0,1,32,1,4,0,0,86,0
7217,4,2,1,1,1,1,33,1,2,0,0,69,0
43687,2,23,1,1,0,1,34,1,8,0,0,58,0
44752,1,26,1,1,0,1,35,3,8,1,0,48,0
75757,8,2,2,0,0,1,36,5,7,0,0,58,0
27547,7,7,2,1,1,1,36,5,8,1,0,51,0
72816,2,26,1,0,0,1,27,4,4,0,0,65,0
49826,5,25,1,1,0,2,29,4,6,1,0,86,0
51,3,2,1,0,1,1,24,0,1,1,0,68,0
64676,4,27,0,1,1,1,28,5,4,0,0,91,1
50993,1,4,1,0,1,1,34,4,5,0,0,48,0
36787,1,2,0,0,0,1,36,2,4,0,0,50,0
10079,1,2,1,0,1,2,30,4,3,0,0,47,0
69456,4,2,2,1,1,1,37,4,3,1,0,76,0
23419,5,32,0,0,1,1,29,3,2,0,0,87,0
44494,2,27,1,0,0,1,31,5,4,1,0,84,1
27586,8,2,1,0,1,1,28,0,1,0,0,59,0
7759,1,23,1,1,0,1,37,3,7,0,0,46,0
9794,2,26,2,0,0,1,34,1,7,0,0,63,0
28164,2,29,1,0,0,1,38,4,10,1,0,62,0
12984,2,19,1,0,0,2,28,5,3,0,0,56,0
69202,1,26,2,1,1,3,33,1,8,0,0,49,0
362,6,7,1,1,0,1,33,5,6,1,0,57,0
15831,3,31,1,1,0,1,37,3,13,0,0,73,0
69222,2,13,1,1,0,1,27,3,3,0,0,59,0
887,3,16,1,1,1,1,30,0,1,1,0,73,0
42793,1,2,0,1,0,1,21,3,2,0,1,64,1
56622,1,5,1,1,1,1,34,5,9,0,0,49,0
58461,8,22,1,1,0,1,30,2,4,0,0,62,0
15381,5,26,1,1,1,1,29,5,6,0,0,85,0
393,5,7,1,1,0,3,27,0,1,1,0,84,0
16186,4,6,1,0,1,2,25,0,1,1,0,79,0
59175,2,7,1,1,0,1,27,5,5,0,0,57,0
56457,1,1,0,1,1,1,29,3,6,0,0,47,0
55317,5,28,1,1,0,2,29,5,5,1,0,82,0
38227,4,16,1,1,0,1,28,1,7,0,0,82,1
14225,4,31,1,1,1,1,47,4,15,0,0,76,0
26797,6,2,2,0,0,1,40,1,11,0,0,60,0
30410,7,23,2,0,0,1,34,5,4,0,0,48,0
58297,5,2,2,1,0,1,38,5,9,0,0,82,0
16444,3,20,1,1,0,1,31,3,3,0,0,72,0
27914,3,15,1,0,0,1,42,5,12,1,0,68,0
452,2,16,2,1,1,1,48,3,18,0,0,64,0
51020,5,2,1,1,0,1,54,5,8,1,0,84,0
14892,5,22,0,1,0,1,28,3,3,0,0,81,0
68985,6,2,1,1,1,1,33,5,7,1,0,62,0
49796,5,2,1,1,0,1,30,2,4,0,0,85,0
49369,8,2,2,1,0,1,34,1,5,0,0,62,0
65495,2,29,1,1,1,1,26,3,4,1,0,59,0
74787,5,2,1,1,1,1,29,3,5,0,0,86,0
16294,4,16,1,0,0,1,30,2,4,0,0,78,0
7374,1,2,1,1,0,1,30,3,4,1,0,47,0
43850,3,7,2,0,1,1,33,4,2,1,0,70,0
33763,3,17,1,1,1,1,28,3,5,0,0,67,0
59211,2,16,1,1,0,1,39,4,12,0,0,57,0
29380,1,16,1,1,0,1,29,4,4,0,0,50,0
66349,4,17,2,0,0,1,35,1,3,1,1,98,1
48567,1,27,1,1,1,1,28,4,3,1,0,54,0
75265,1,15,1,1,0,1,32,5,7,1,0,51,0
39333,5,2,2,1,1,1,47,5,5,1,0,84,0
25737,4,22,2,1,1,3,33,4,6,1,0,80,0
34029,1,17,2,1,0,2,38,4,7,0,0,47,0
59465,2,19,2,1,0,1,48,5,15,1,0,62,0
689,3,2,2,1,0,1,42,3,2,0,0,69,0
75812,5,28,1,1,0,1,27,3,2,1,0,89,1
20096,5,22,0,1,0,1,27,4,3,0,0,83,0
15290,1,2,2,0,1,1,42,5,6,0,0,48,0
25783,2,22,1,0,1,1,34,1,6,0,0,62,0
66176,2,22,1,1,1,3,34,3,5,1,0,63,1
66733,5,31,1,1,1,1,29,5,6,1,0,85,0
50199,5,22,1,1,0,1,31,4,4,0,0,85,0
30294,6,15,1,1,0,1,27,4,4,0,0,61,0
61128,1,31,1,1,0,1,24,3,2,1,0,50,0
23096,2,5,1,1,0,2,28,3,6,1,0,57,1
567,1,29,2,1,1,1,35,4,10,0,0,49,0
2800,5,29,1,1,0,1,32,1,4,0,0,87,0
17884,3,15,1,1,1,1,34,2,10,0,0,67,0
67172,4,22,2,1,0,2,36,3,6,1,0,76,0
21248,5,1,2,1,0,1,34,3,7,1,0,88,0
31810,2,19,1,0,0,1,37,3,8,0,0,65,0
43952,1,2,2,1,0,1,36,3,3,0,0,59,1
76776,5,22,1,0,1,1,29,3,5,1,0,81,1
8515,3,23,2,1,0,2,40,4,4,1,0,69,0
51936,1,19,1,1,0,1,37,4,4,1,0,47,0
70026,6,2,1,1,0,1,36,5,8,0,0,58,0
1134,1,7,2,1,0,1,36,1,5,0,0,51,0
63255,5,25,1,1,0,1,29,5,3,1,1,92,1
39035,7,22,1,1,2,1,30,5,4,0,0,51,0
20279,2,24,1,0,0,2,33,4,4,1,0,60,1
8732,1,23,2,1,0,1,41,3,12,0,0,50,0
45036,2,2,1,0,0,2,56,4,15,0,0,60,0
46309,1,23,2,1,1,2,32,4,5,1,0,47,0
60894,1,31,1,1,0,2,35,4,3,0,0,47,0
64468,6,2,1,1,0,1,32,4,4,0,0,60,0
78122,5,27,1,1,0,1,26,5,2,1,0,86,0
39567,2,22,1,1,1,1,26,4,2,1,0,57,0
52881,7,13,1,0,0,1,37,3,12,0,0,51,0
72822,3,4,1,0,1,1,34,5,6,1,0,72,0
22084,1,2,1,1,0,2,37,5,9,0,0,50,0
11233,5,2,1,0,0,1,39,3,9,0,0,82,0
24242,2,8,1,0,0,1,29,4,2,0,0,60,0
66462,6,2,1,1,0,1,53,3,3,0,0,58,0
11026,2,2,1,0,1,1,60,3,3,0,0,71,1
23563,1,14,1,0,0,1,31,3,2,0,0,53,0
48602,1,7,1,0,1,1,32,4,6,0,0,46,0
72862,3,15,2,0,0,1,39,5,7,0,0,66,0
62689,1,2,1,1,1,1,42,4,5,0,0,46,0
40282,1,7,1,1,0,1,45,5,2,0,0,50,0
4171,4,22,1,1,1,1,32,3,6,1,0,81,0
22890,4,2,2,0,1,1,37,3,10,0,0,77,0
43510,1,12,1,1,0,1,27,0,1,1,0,52,0
557,1,26,0,1,0,1,26,0,1,0,0,52,0
49799,2,7,1,1,1,1,29,5,6,1,0,60,0
15618,1,2,2,1,0,2,60,2,4,0,0,48,0
2830,1,22,0,1,1,1,25,3,3,0,0,48,0
16303,1,16,1,1,0,1,35,3,10,0,0,51,0
77127,3,10,2,0,1,1,34,3,3,0,0,73,0
23740,1,2,1,0,0,2,37,3,5,0,0,51,0
47643,5,22,2,1,0,1,29,3,5,0,0,86,0
58163,1,2,2,0,1,2,51,4,8,0,0,51,0
5170,4,27,1,0,0,2,31,5,2,1,0,82,0
43216,5,10,0,1,1,1,28,5,3,1,0,85,0
16089,5,26,1,1,0,1,52,3,3,0,0,80,0
69666,3,2,1,1,0,1,34,3,8,0,0,65,0
14372,2,26,1,1,0,1,25,5,4,0,0,61,0
42281,1,15,1,1,0,1,42,1,10,1,0,50,1
78170,1,17,1,1,0,1,27,5,4,0,0,45,0
26438,4,22,2,1,1,1,30,4,2,0,0,77,0
11858,2,19,1,1,1,1,40,3,4,0,0,57,0
5347,1,7,1,1,1,1,29,5,3,1,0,52,1
8661,2,7,2,0,1,2,32,3,4,0,0,60,0
20609,1,2,1,0,1,1,24,1,2,0,0,50,0
49939,5,31,1,1,0,2,44,5,12,1,0,82,0
41796,2,22,1,1,0,1,26,0,1,0,0,63,0
